[PiCamera @ factory.py:85][DEBUG] 2017-10-27 00:19:55,347: Logging to: logs/2017_Oct_27/PiCamera/00_19_55.log
[PiCamera @ picamera.py:49][DEBUG] 2017-10-27 00:19:55,412: PiCamera setup
[PiCamera @ picamera.py:60][INFO] 2017-10-27 00:19:55,816: PiCamera initialized: <picamera.camera.PiCamera object at 0x703e2a58>
[PiCamera @ picamera.py:129][INFO] 2017-10-27 00:19:55,817: Warming up camera
[PiCamera @ node.py:64][DEBUG] 2017-10-27 00:20:08,267: [log buffer start]
[PiCamera @ picamera.py:186][INFO] 2017-10-27 00:20:25,004: Wrote video to 'videos/2017_Oct_27/NaborisOrchestrator/00_19_55-1.mp4.h264'
[PiCamera @ node.py:64][DEBUG] 2017-10-27 00:20:31,532: [log buffer start]
[DEBUG, 1509078024.8673375]: PiCamera image received: ImageMessage(t=1509078024.8673189, n=98)
[DEBUG, 1509078024.906763]: PiCamera image received: ImageMessage(t=1509078024.9067452, n=99)
[DEBUG, 1509078025.0385234]: PiCamera image received: ImageMessage(t=1509078025.0385075, n=100)
[DEBUG, 1509078025.0708935]: PiCamera image received: ImageMessage(t=1509078025.0708747, n=101)
[DEBUG, 1509078025.1749973]: PiCamera image received: ImageMessage(t=1509078025.174987, n=103)
[DEBUG, 1509078025.2078016]: PiCamera image received: ImageMessage(t=1509078025.2077909, n=104)
[DEBUG, 1509078025.2420058]: PiCamera image received: ImageMessage(t=1509078025.2419944, n=105)
[DEBUG, 1509078025.273965]: PiCamera image received: ImageMessage(t=1509078025.2739546, n=106)
[DEBUG, 1509078025.305874]: PiCamera image received: ImageMessage(t=1509078025.305864, n=107)
[DEBUG, 1509078025.338004]: PiCamera image received: ImageMessage(t=1509078025.3379948, n=108)
[DEBUG, 1509078025.3702862]: PiCamera image received: ImageMessage(t=1509078025.3702712, n=109)
[DEBUG, 1509078025.403019]: PiCamera image received: ImageMessage(t=1509078025.403007, n=110)
[DEBUG, 1509078025.437133]: PiCamera image received: ImageMessage(t=1509078025.437121, n=111)
[DEBUG, 1509078025.469909]: PiCamera image received: ImageMessage(t=1509078025.4698992, n=112)
[DEBUG, 1509078025.5022213]: PiCamera image received: ImageMessage(t=1509078025.5022118, n=113)
[DEBUG, 1509078025.534277]: PiCamera image received: ImageMessage(t=1509078025.5342567, n=114)
[DEBUG, 1509078025.5673168]: PiCamera image received: ImageMessage(t=1509078025.5673, n=115)
[DEBUG, 1509078025.601053]: PiCamera image received: ImageMessage(t=1509078025.6010337, n=116)
[DEBUG, 1509078025.637913]: PiCamera image received: ImageMessage(t=1509078025.6379025, n=117)
[DEBUG, 1509078025.6718214]: PiCamera image received: ImageMessage(t=1509078025.6718123, n=118)
[DEBUG, 1509078025.7077105]: PiCamera image received: ImageMessage(t=1509078025.7076993, n=119)
[DEBUG, 1509078025.7401]: PiCamera image received: ImageMessage(t=1509078025.740089, n=120)
[DEBUG, 1509078025.772871]: PiCamera image received: ImageMessage(t=1509078025.7728605, n=121)
[DEBUG, 1509078025.8051605]: PiCamera image received: ImageMessage(t=1509078025.8051488, n=122)
[DEBUG, 1509078025.8376908]: PiCamera image received: ImageMessage(t=1509078025.8376784, n=123)
[DEBUG, 1509078025.8701904]: PiCamera image received: ImageMessage(t=1509078025.8701775, n=124)
[DEBUG, 1509078025.902119]: PiCamera image received: ImageMessage(t=1509078025.902109, n=125)
[DEBUG, 1509078025.966294]: PiCamera image received: ImageMessage(t=1509078025.9662838, n=126)
[DEBUG, 1509078026.04006]: PiCamera image received: ImageMessage(t=1509078026.0400493, n=127)
[DEBUG, 1509078026.073299]: PiCamera image received: ImageMessage(t=1509078026.0732894, n=129)
[DEBUG, 1509078026.1066885]: PiCamera image received: ImageMessage(t=1509078026.1066775, n=130)
[DEBUG, 1509078026.1392941]: PiCamera image received: ImageMessage(t=1509078026.1392844, n=131)
[DEBUG, 1509078026.203898]: PiCamera image received: ImageMessage(t=1509078026.2038875, n=133)
[DEBUG, 1509078026.236446]: PiCamera image received: ImageMessage(t=1509078026.236436, n=134)
[DEBUG, 1509078026.2684233]: PiCamera image received: ImageMessage(t=1509078026.268413, n=135)
[DEBUG, 1509078026.3006623]: PiCamera image received: ImageMessage(t=1509078026.3006523, n=136)
[DEBUG, 1509078026.3729806]: PiCamera image received: ImageMessage(t=1509078026.372964, n=137)
[DEBUG, 1509078026.4376712]: PiCamera image received: ImageMessage(t=1509078026.4376535, n=138)
[DEBUG, 1509078026.471697]: PiCamera image received: ImageMessage(t=1509078026.4716809, n=139)
[DEBUG, 1509078026.5061796]: PiCamera image received: ImageMessage(t=1509078026.506095, n=140)
[DEBUG, 1509078026.6076458]: PiCamera image received: ImageMessage(t=1509078026.6076348, n=142)
[DEBUG, 1509078026.6401577]: PiCamera image received: ImageMessage(t=1509078026.6401484, n=143)
[DEBUG, 1509078026.6755986]: PiCamera image received: ImageMessage(t=1509078026.6755884, n=144)
[DEBUG, 1509078026.7082763]: PiCamera image received: ImageMessage(t=1509078026.708266, n=145)
[DEBUG, 1509078026.7408736]: PiCamera image received: ImageMessage(t=1509078026.7408633, n=146)
[DEBUG, 1509078026.7732177]: PiCamera image received: ImageMessage(t=1509078026.7732067, n=147)
[DEBUG, 1509078026.8056386]: PiCamera image received: ImageMessage(t=1509078026.8056283, n=148)
[DEBUG, 1509078026.8381777]: PiCamera image received: ImageMessage(t=1509078026.8381684, n=149)
[DEBUG, 1509078026.8700516]: PiCamera image received: ImageMessage(t=1509078026.8700414, n=150)
[DEBUG, 1509078026.9025886]: PiCamera image received: ImageMessage(t=1509078026.9025793, n=151)
[DEBUG, 1509078026.9352741]: PiCamera image received: ImageMessage(t=1509078026.9352636, n=152)
[DEBUG, 1509078026.9672687]: PiCamera image received: ImageMessage(t=1509078026.967259, n=153)
[DEBUG, 1509078026.9993305]: PiCamera image received: ImageMessage(t=1509078026.99932, n=154)
[DEBUG, 1509078027.0318956]: PiCamera image received: ImageMessage(t=1509078027.031884, n=155)
[DEBUG, 1509078027.0639632]: PiCamera image received: ImageMessage(t=1509078027.0639527, n=156)
[DEBUG, 1509078027.0980415]: PiCamera image received: ImageMessage(t=1509078027.0980313, n=157)
[DEBUG, 1509078027.133897]: PiCamera image received: ImageMessage(t=1509078027.1338859, n=158)
[DEBUG, 1509078027.166813]: PiCamera image received: ImageMessage(t=1509078027.166803, n=160)
[DEBUG, 1509078027.2031567]: PiCamera image received: ImageMessage(t=1509078027.2031448, n=161)
[DEBUG, 1509078027.235566]: PiCamera image received: ImageMessage(t=1509078027.2355468, n=162)
[DEBUG, 1509078027.2708118]: PiCamera image received: ImageMessage(t=1509078027.2707942, n=163)
[DEBUG, 1509078027.3045292]: PiCamera image received: ImageMessage(t=1509078027.3045118, n=164)
[DEBUG, 1509078027.3374991]: PiCamera image received: ImageMessage(t=1509078027.3374865, n=165)
[DEBUG, 1509078027.3715756]: PiCamera image received: ImageMessage(t=1509078027.3715665, n=166)
[DEBUG, 1509078027.403605]: PiCamera image received: ImageMessage(t=1509078027.4035952, n=167)
[DEBUG, 1509078027.435609]: PiCamera image received: ImageMessage(t=1509078027.4355998, n=168)
[DEBUG, 1509078027.46758]: PiCamera image received: ImageMessage(t=1509078027.4675705, n=169)
[DEBUG, 1509078027.499535]: PiCamera image received: ImageMessage(t=1509078027.4995222, n=170)
[DEBUG, 1509078027.5320282]: PiCamera image received: ImageMessage(t=1509078027.5320168, n=171)
[DEBUG, 1509078027.5661025]: PiCamera image received: ImageMessage(t=1509078027.566093, n=172)
[DEBUG, 1509078027.602495]: PiCamera image received: ImageMessage(t=1509078027.6024845, n=173)
[DEBUG, 1509078027.6385612]: PiCamera image received: ImageMessage(t=1509078027.6385503, n=175)
[DEBUG, 1509078027.6719358]: PiCamera image received: ImageMessage(t=1509078027.671926, n=176)
[DEBUG, 1509078027.7051506]: PiCamera image received: ImageMessage(t=1509078027.70514, n=177)
[DEBUG, 1509078027.7384145]: PiCamera image received: ImageMessage(t=1509078027.7384055, n=178)
[DEBUG, 1509078027.7707355]: PiCamera image received: ImageMessage(t=1509078027.770724, n=179)
[DEBUG, 1509078027.8063257]: PiCamera image received: ImageMessage(t=1509078027.8063161, n=180)
[DEBUG, 1509078027.8388453]: PiCamera image received: ImageMessage(t=1509078027.8388352, n=181)
[DEBUG, 1509078027.8729262]: PiCamera image received: ImageMessage(t=1509078027.8729153, n=182)
[DEBUG, 1509078027.9050841]: PiCamera image received: ImageMessage(t=1509078027.9050736, n=183)
[DEBUG, 1509078027.9401855]: PiCamera image received: ImageMessage(t=1509078027.940176, n=184)
[DEBUG, 1509078027.9768019]: PiCamera image received: ImageMessage(t=1509078027.9767911, n=185)
[DEBUG, 1509078028.0108473]: PiCamera image received: ImageMessage(t=1509078028.0108364, n=187)
[DEBUG, 1509078028.0799344]: PiCamera image received: ImageMessage(t=1509078028.0799248, n=189)
[DEBUG, 1509078028.112218]: PiCamera image received: ImageMessage(t=1509078028.1122074, n=190)
[DEBUG, 1509078028.1442742]: PiCamera image received: ImageMessage(t=1509078028.144264, n=191)
[DEBUG, 1509078028.1776083]: PiCamera image received: ImageMessage(t=1509078028.177597, n=192)
[DEBUG, 1509078028.210536]: PiCamera image received: ImageMessage(t=1509078028.210526, n=193)
[DEBUG, 1509078028.2430086]: PiCamera image received: ImageMessage(t=1509078028.2429984, n=194)
[DEBUG, 1509078028.274976]: PiCamera image received: ImageMessage(t=1509078028.2749662, n=195)
[DEBUG, 1509078028.3072526]: PiCamera image received: ImageMessage(t=1509078028.3072433, n=196)
[DEBUG, 1509078028.339458]: PiCamera image received: ImageMessage(t=1509078028.3394477, n=197)
[DEBUG, 1509078028.3761137]: PiCamera image received: ImageMessage(t=1509078028.3761036, n=198)
[DEBUG, 1509078028.408406]: PiCamera image received: ImageMessage(t=1509078028.4083946, n=199)
[DEBUG, 1509078028.448731]: PiCamera image received: ImageMessage(t=1509078028.448719, n=201)
[DEBUG, 1509078028.4819307]: PiCamera image received: ImageMessage(t=1509078028.48192, n=202)
[DEBUG, 1509078028.5459929]: PiCamera image received: ImageMessage(t=1509078028.5459821, n=204)
[DEBUG, 1509078028.5786595]: PiCamera image received: ImageMessage(t=1509078028.5786493, n=205)
[DEBUG, 1509078028.6115594]: PiCamera image received: ImageMessage(t=1509078028.611547, n=206)
[DEBUG, 1509078028.6441405]: PiCamera image received: ImageMessage(t=1509078028.6441307, n=207)
[DEBUG, 1509078028.6765084]: PiCamera image received: ImageMessage(t=1509078028.6764991, n=208)
[DEBUG, 1509078028.7100964]: PiCamera image received: ImageMessage(t=1509078028.710085, n=209)
[DEBUG, 1509078028.7430115]: PiCamera image received: ImageMessage(t=1509078028.7430007, n=210)
[DEBUG, 1509078028.776103]: PiCamera image received: ImageMessage(t=1509078028.7760859, n=211)
[DEBUG, 1509078028.8106563]: PiCamera image received: ImageMessage(t=1509078028.81064, n=212)
[DEBUG, 1509078028.8434892]: PiCamera image received: ImageMessage(t=1509078028.8434725, n=213)
[DEBUG, 1509078028.945742]: PiCamera image received: ImageMessage(t=1509078028.9457304, n=214)
[DEBUG, 1509078028.9799829]: PiCamera image received: ImageMessage(t=1509078028.9799724, n=215)
[DEBUG, 1509078029.0120728]: PiCamera image received: ImageMessage(t=1509078029.0120628, n=217)
[DEBUG, 1509078029.0442944]: PiCamera image received: ImageMessage(t=1509078029.0442827, n=218)
[DEBUG, 1509078029.1098106]: PiCamera image received: ImageMessage(t=1509078029.1098, n=220)
[DEBUG, 1509078029.1429691]: PiCamera image received: ImageMessage(t=1509078029.1429589, n=221)
[DEBUG, 1509078029.1764586]: PiCamera image received: ImageMessage(t=1509078029.1764483, n=222)
[DEBUG, 1509078029.2117114]: PiCamera image received: ImageMessage(t=1509078029.2116897, n=223)
[DEBUG, 1509078029.2442691]: PiCamera image received: ImageMessage(t=1509078029.2442586, n=224)
[DEBUG, 1509078029.2764258]: PiCamera image received: ImageMessage(t=1509078029.2764156, n=225)
[DEBUG, 1509078029.3086693]: PiCamera image received: ImageMessage(t=1509078029.3086584, n=226)
[DEBUG, 1509078029.341418]: PiCamera image received: ImageMessage(t=1509078029.341408, n=227)
[DEBUG, 1509078029.3740892]: PiCamera image received: ImageMessage(t=1509078029.374079, n=228)
[DEBUG, 1509078029.4068353]: PiCamera image received: ImageMessage(t=1509078029.406824, n=229)
[DEBUG, 1509078029.4397233]: PiCamera image received: ImageMessage(t=1509078029.4397118, n=230)
[DEBUG, 1509078029.4724336]: PiCamera image received: ImageMessage(t=1509078029.4724233, n=231)
[DEBUG, 1509078029.5104692]: PiCamera image received: ImageMessage(t=1509078029.5104582, n=232)
[DEBUG, 1509078029.5426931]: PiCamera image received: ImageMessage(t=1509078029.5426798, n=233)
[DEBUG, 1509078029.583258]: PiCamera image received: ImageMessage(t=1509078029.5832407, n=234)
[DEBUG, 1509078029.6154122]: PiCamera image received: ImageMessage(t=1509078029.6153955, n=235)
[DEBUG, 1509078029.6477096]: PiCamera image received: ImageMessage(t=1509078029.6476917, n=236)
[DEBUG, 1509078029.6817129]: PiCamera image received: ImageMessage(t=1509078029.6816964, n=237)
[DEBUG, 1509078029.7465625]: PiCamera image received: ImageMessage(t=1509078029.7465441, n=238)
[DEBUG, 1509078029.8125846]: PiCamera image received: ImageMessage(t=1509078029.8125684, n=239)
[DEBUG, 1509078029.8783007]: PiCamera image received: ImageMessage(t=1509078029.8782833, n=240)
[DEBUG, 1509078029.9767478]: PiCamera image received: ImageMessage(t=1509078029.9767303, n=241)
[DEBUG, 1509078030.0740266]: PiCamera image received: ImageMessage(t=1509078030.0740104, n=242)
[DEBUG, 1509078030.1460633]: PiCamera image received: ImageMessage(t=1509078030.146046, n=243)
[DEBUG, 1509078030.1784992]: PiCamera image received: ImageMessage(t=1509078030.1784878, n=245)
[DEBUG, 1509078030.275754]: PiCamera image received: ImageMessage(t=1509078030.2757435, n=246)
[DEBUG, 1509078030.3079455]: PiCamera image received: ImageMessage(t=1509078030.3079348, n=247)
[DEBUG, 1509078030.340663]: PiCamera image received: ImageMessage(t=1509078030.340647, n=248)
[DEBUG, 1509078030.3731985]: PiCamera image received: ImageMessage(t=1509078030.373187, n=249)
[DEBUG, 1509078030.4052603]: PiCamera image received: ImageMessage(t=1509078030.4052503, n=250)
[DEBUG, 1509078030.4379437]: PiCamera image received: ImageMessage(t=1509078030.4379296, n=251)
[DEBUG, 1509078030.4733171]: PiCamera image received: ImageMessage(t=1509078030.4733071, n=252)
[DEBUG, 1509078030.508119]: PiCamera image received: ImageMessage(t=1509078030.5081086, n=253)
[DEBUG, 1509078030.540269]: PiCamera image received: ImageMessage(t=1509078030.5402577, n=254)
[DEBUG, 1509078030.5748527]: PiCamera image received: ImageMessage(t=1509078030.5748394, n=255)
[DEBUG, 1509078030.6074522]: PiCamera image received: ImageMessage(t=1509078030.607442, n=257)
[DEBUG, 1509078030.6405165]: PiCamera image received: ImageMessage(t=1509078030.6405077, n=258)
[DEBUG, 1509078030.672856]: PiCamera image received: ImageMessage(t=1509078030.6728451, n=259)
[DEBUG, 1509078030.7052736]: PiCamera image received: ImageMessage(t=1509078030.7052631, n=260)
[DEBUG, 1509078030.7371984]: PiCamera image received: ImageMessage(t=1509078030.7371879, n=261)
[DEBUG, 1509078030.7694683]: PiCamera image received: ImageMessage(t=1509078030.7694583, n=262)
[DEBUG, 1509078030.802231]: PiCamera image received: ImageMessage(t=1509078030.8022206, n=263)
[DEBUG, 1509078030.834626]: PiCamera image received: ImageMessage(t=1509078030.8346155, n=264)
[DEBUG, 1509078030.8671443]: PiCamera image received: ImageMessage(t=1509078030.867127, n=265)
[DEBUG, 1509078030.9017432]: PiCamera image received: ImageMessage(t=1509078030.901724, n=266)
[DEBUG, 1509078030.9345016]: PiCamera image received: ImageMessage(t=1509078030.934483, n=267)
[DEBUG, 1509078030.9668806]: PiCamera image received: ImageMessage(t=1509078030.9668684, n=268)
[DEBUG, 1509078031.0635645]: PiCamera image received: ImageMessage(t=1509078031.063554, n=269)
[DEBUG, 1509078031.0965133]: PiCamera image received: ImageMessage(t=1509078031.096503, n=270)
[DEBUG, 1509078031.1341188]: PiCamera image received: ImageMessage(t=1509078031.1341083, n=271)
[DEBUG, 1509078031.1662993]: PiCamera image received: ImageMessage(t=1509078031.1662884, n=272)
[DEBUG, 1509078031.201508]: PiCamera image received: ImageMessage(t=1509078031.2014966, n=273)
[DEBUG, 1509078031.2347128]: PiCamera image received: ImageMessage(t=1509078031.2347016, n=275)
[DEBUG, 1509078031.267448]: PiCamera image received: ImageMessage(t=1509078031.2674375, n=276)
[DEBUG, 1509078031.2999527]: PiCamera image received: ImageMessage(t=1509078031.2999423, n=277)
[DEBUG, 1509078031.331913]: PiCamera image received: ImageMessage(t=1509078031.3319025, n=278)
[DEBUG, 1509078031.3669562]: PiCamera image received: ImageMessage(t=1509078031.3669465, n=279)
[DEBUG, 1509078031.4006782]: PiCamera image received: ImageMessage(t=1509078031.4006674, n=280)
[DEBUG, 1509078031.43267]: PiCamera image received: ImageMessage(t=1509078031.4326599, n=281)
[DEBUG, 1509078031.4649498]: PiCamera image received: ImageMessage(t=1509078031.46494, n=282)
[DEBUG, 1509078031.4976852]: PiCamera image received: ImageMessage(t=1509078031.4976742, n=283)
[DEBUG, 1509078031.530491]: PiCamera image received: ImageMessage(t=1509078031.5304797, n=284)
[log buffer end]
[PiCamera @ node.py:66][DEBUG] 2017-10-27 00:20:31,533: logging message buffer (len=16439)
[PiCamera @ node.py:64][DEBUG] 2017-10-27 00:20:37,682: [log buffer start]
[DEBUG, 1509078031.565551]: PiCamera image received: ImageMessage(t=1509078031.5655403, n=285)
[DEBUG, 1509078031.5975184]: PiCamera image received: ImageMessage(t=1509078031.5975087, n=286)
[DEBUG, 1509078031.6338685]: PiCamera image received: ImageMessage(t=1509078031.6338575, n=287)
[DEBUG, 1509078031.670555]: PiCamera image received: ImageMessage(t=1509078031.6705363, n=288)
[DEBUG, 1509078031.7046618]: PiCamera image received: ImageMessage(t=1509078031.7046447, n=290)
[DEBUG, 1509078031.7715082]: PiCamera image received: ImageMessage(t=1509078031.7714972, n=291)
[DEBUG, 1509078031.836662]: PiCamera image received: ImageMessage(t=1509078031.83665, n=292)
[DEBUG, 1509078031.8696308]: PiCamera image received: ImageMessage(t=1509078031.8696196, n=293)
[DEBUG, 1509078031.9023266]: PiCamera image received: ImageMessage(t=1509078031.9023154, n=294)
[DEBUG, 1509078031.93508]: PiCamera image received: ImageMessage(t=1509078031.9350688, n=295)
[DEBUG, 1509078031.9680278]: PiCamera image received: ImageMessage(t=1509078031.9680169, n=296)
[DEBUG, 1509078032.0007467]: PiCamera image received: ImageMessage(t=1509078032.000734, n=297)
[DEBUG, 1509078032.0335147]: PiCamera image received: ImageMessage(t=1509078032.0335035, n=298)
[DEBUG, 1509078032.0715113]: PiCamera image received: ImageMessage(t=1509078032.0715005, n=299)
[DEBUG, 1509078032.1071684]: PiCamera image received: ImageMessage(t=1509078032.1071196, n=301)
[DEBUG, 1509078032.14099]: PiCamera image received: ImageMessage(t=1509078032.14098, n=302)
[DEBUG, 1509078032.1733983]: PiCamera image received: ImageMessage(t=1509078032.1733878, n=303)
[DEBUG, 1509078032.2057352]: PiCamera image received: ImageMessage(t=1509078032.2057252, n=304)
[DEBUG, 1509078032.237862]: PiCamera image received: ImageMessage(t=1509078032.2378516, n=305)
[DEBUG, 1509078032.2712483]: PiCamera image received: ImageMessage(t=1509078032.2712374, n=306)
[DEBUG, 1509078032.303641]: PiCamera image received: ImageMessage(t=1509078032.303631, n=307)
[DEBUG, 1509078032.3356597]: PiCamera image received: ImageMessage(t=1509078032.3356493, n=308)
[DEBUG, 1509078032.3753443]: PiCamera image received: ImageMessage(t=1509078032.3753319, n=309)
[DEBUG, 1509078032.4073503]: PiCamera image received: ImageMessage(t=1509078032.4073393, n=310)
[DEBUG, 1509078032.4401364]: PiCamera image received: ImageMessage(t=1509078032.4401238, n=311)
[DEBUG, 1509078032.4796796]: PiCamera image received: ImageMessage(t=1509078032.4796622, n=312)
[DEBUG, 1509078032.5199707]: PiCamera image received: ImageMessage(t=1509078032.519954, n=313)
[DEBUG, 1509078032.5535812]: PiCamera image received: ImageMessage(t=1509078032.5535583, n=314)
[DEBUG, 1509078032.5886812]: PiCamera image received: ImageMessage(t=1509078032.5886712, n=315)
[DEBUG, 1509078032.652969]: PiCamera image received: ImageMessage(t=1509078032.6529596, n=316)
[DEBUG, 1509078032.6865866]: PiCamera image received: ImageMessage(t=1509078032.686575, n=317)
[DEBUG, 1509078032.71931]: PiCamera image received: ImageMessage(t=1509078032.719299, n=318)
[DEBUG, 1509078032.752828]: PiCamera image received: ImageMessage(t=1509078032.7528157, n=319)
[DEBUG, 1509078032.7855775]: PiCamera image received: ImageMessage(t=1509078032.785566, n=320)
[DEBUG, 1509078032.8213568]: PiCamera image received: ImageMessage(t=1509078032.8213468, n=321)
[DEBUG, 1509078032.8534937]: PiCamera image received: ImageMessage(t=1509078032.8534822, n=322)
[DEBUG, 1509078032.8861206]: PiCamera image received: ImageMessage(t=1509078032.8861108, n=323)
[DEBUG, 1509078032.9191394]: PiCamera image received: ImageMessage(t=1509078032.9191287, n=325)
[DEBUG, 1509078032.983967]: PiCamera image received: ImageMessage(t=1509078032.9839556, n=327)
[DEBUG, 1509078033.016246]: PiCamera image received: ImageMessage(t=1509078033.016236, n=328)
[DEBUG, 1509078033.0486815]: PiCamera image received: ImageMessage(t=1509078033.0486715, n=329)
[DEBUG, 1509078033.0818655]: PiCamera image received: ImageMessage(t=1509078033.0818534, n=330)
[DEBUG, 1509078033.114096]: PiCamera image received: ImageMessage(t=1509078033.1140833, n=331)
[DEBUG, 1509078033.1484857]: PiCamera image received: ImageMessage(t=1509078033.1484697, n=332)
[DEBUG, 1509078033.1812885]: PiCamera image received: ImageMessage(t=1509078033.1812785, n=333)
[DEBUG, 1509078033.2132201]: PiCamera image received: ImageMessage(t=1509078033.2132099, n=334)
[DEBUG, 1509078033.2454283]: PiCamera image received: ImageMessage(t=1509078033.245418, n=335)
[DEBUG, 1509078033.2781935]: PiCamera image received: ImageMessage(t=1509078033.2781825, n=336)
[DEBUG, 1509078033.3111005]: PiCamera image received: ImageMessage(t=1509078033.311083, n=337)
[DEBUG, 1509078033.3444715]: PiCamera image received: ImageMessage(t=1509078033.3444536, n=338)
[DEBUG, 1509078033.3775911]: PiCamera image received: ImageMessage(t=1509078033.377573, n=339)
[DEBUG, 1509078033.4776063]: PiCamera image received: ImageMessage(t=1509078033.4775956, n=340)
[DEBUG, 1509078033.5096714]: PiCamera image received: ImageMessage(t=1509078033.509662, n=342)
[DEBUG, 1509078033.542597]: PiCamera image received: ImageMessage(t=1509078033.5425866, n=343)
[DEBUG, 1509078033.6083014]: PiCamera image received: ImageMessage(t=1509078033.6082914, n=345)
[DEBUG, 1509078033.640106]: PiCamera image received: ImageMessage(t=1509078033.640096, n=346)
[DEBUG, 1509078033.6726446]: PiCamera image received: ImageMessage(t=1509078033.6726341, n=347)
[DEBUG, 1509078033.705171]: PiCamera image received: ImageMessage(t=1509078033.7051604, n=348)
[DEBUG, 1509078033.7374268]: PiCamera image received: ImageMessage(t=1509078033.7374163, n=349)
[DEBUG, 1509078033.7694633]: PiCamera image received: ImageMessage(t=1509078033.7694526, n=350)
[DEBUG, 1509078033.8015954]: PiCamera image received: ImageMessage(t=1509078033.801585, n=351)
[DEBUG, 1509078033.8359807]: PiCamera image received: ImageMessage(t=1509078033.835971, n=352)
[DEBUG, 1509078033.8684533]: PiCamera image received: ImageMessage(t=1509078033.8684425, n=353)
[DEBUG, 1509078033.9008043]: PiCamera image received: ImageMessage(t=1509078033.900795, n=354)
[DEBUG, 1509078033.9343204]: PiCamera image received: ImageMessage(t=1509078033.9343114, n=355)
[DEBUG, 1509078033.967096]: PiCamera image received: ImageMessage(t=1509078033.967085, n=356)
[DEBUG, 1509078033.9995217]: PiCamera image received: ImageMessage(t=1509078033.9995108, n=357)
[DEBUG, 1509078034.0338213]: PiCamera image received: ImageMessage(t=1509078034.0338118, n=358)
[DEBUG, 1509078034.0660958]: PiCamera image received: ImageMessage(t=1509078034.0660846, n=359)
[DEBUG, 1509078034.1019223]: PiCamera image received: ImageMessage(t=1509078034.1019118, n=360)
[DEBUG, 1509078034.1380022]: PiCamera image received: ImageMessage(t=1509078034.1379917, n=362)
[DEBUG, 1509078034.1702735]: PiCamera image received: ImageMessage(t=1509078034.1702642, n=363)
[DEBUG, 1509078034.2034726]: PiCamera image received: ImageMessage(t=1509078034.2034638, n=364)
[DEBUG, 1509078034.236232]: PiCamera image received: ImageMessage(t=1509078034.236221, n=365)
[DEBUG, 1509078034.2687595]: PiCamera image received: ImageMessage(t=1509078034.2687495, n=366)
[DEBUG, 1509078034.3032062]: PiCamera image received: ImageMessage(t=1509078034.3031971, n=367)
[DEBUG, 1509078034.3357532]: PiCamera image received: ImageMessage(t=1509078034.335742, n=368)
[DEBUG, 1509078034.3681145]: PiCamera image received: ImageMessage(t=1509078034.3681052, n=369)
[DEBUG, 1509078034.4021618]: PiCamera image received: ImageMessage(t=1509078034.4021523, n=370)
[DEBUG, 1509078034.4343112]: PiCamera image received: ImageMessage(t=1509078034.4343007, n=371)
[DEBUG, 1509078034.4670236]: PiCamera image received: ImageMessage(t=1509078034.4670124, n=372)
[DEBUG, 1509078034.4989257]: PiCamera image received: ImageMessage(t=1509078034.4989154, n=373)
[DEBUG, 1509078034.5316741]: PiCamera image received: ImageMessage(t=1509078034.5316627, n=374)
[DEBUG, 1509078034.564596]: PiCamera image received: ImageMessage(t=1509078034.5645716, n=375)
[DEBUG, 1509078034.5973363]: PiCamera image received: ImageMessage(t=1509078034.5973256, n=376)
[DEBUG, 1509078034.633219]: PiCamera image received: ImageMessage(t=1509078034.633209, n=377)
[DEBUG, 1509078034.667583]: PiCamera image received: ImageMessage(t=1509078034.66757, n=378)
[DEBUG, 1509078034.700475]: PiCamera image received: ImageMessage(t=1509078034.7004638, n=379)
[DEBUG, 1509078034.73293]: PiCamera image received: ImageMessage(t=1509078034.732919, n=381)
[DEBUG, 1509078034.7652678]: PiCamera image received: ImageMessage(t=1509078034.7652574, n=382)
[DEBUG, 1509078034.7975144]: PiCamera image received: ImageMessage(t=1509078034.797496, n=383)
[DEBUG, 1509078034.8309805]: PiCamera image received: ImageMessage(t=1509078034.8309627, n=384)
[DEBUG, 1509078034.864241]: PiCamera image received: ImageMessage(t=1509078034.8642235, n=385)
[DEBUG, 1509078034.896573]: PiCamera image received: ImageMessage(t=1509078034.8965616, n=386)
[DEBUG, 1509078034.9293735]: PiCamera image received: ImageMessage(t=1509078034.9293637, n=387)
[DEBUG, 1509078034.9613802]: PiCamera image received: ImageMessage(t=1509078034.9613702, n=388)
[DEBUG, 1509078034.9931061]: PiCamera image received: ImageMessage(t=1509078034.9930952, n=389)
[DEBUG, 1509078035.0258584]: PiCamera image received: ImageMessage(t=1509078035.0258474, n=390)
[DEBUG, 1509078035.0580935]: PiCamera image received: ImageMessage(t=1509078035.0580814, n=391)
[DEBUG, 1509078035.0905118]: PiCamera image received: ImageMessage(t=1509078035.0905015, n=392)
[DEBUG, 1509078035.123473]: PiCamera image received: ImageMessage(t=1509078035.1234608, n=393)
[DEBUG, 1509078035.1556559]: PiCamera image received: ImageMessage(t=1509078035.1556454, n=394)
[DEBUG, 1509078035.188813]: PiCamera image received: ImageMessage(t=1509078035.1888013, n=395)
[DEBUG, 1509078035.2212317]: PiCamera image received: ImageMessage(t=1509078035.2212203, n=396)
[DEBUG, 1509078035.253557]: PiCamera image received: ImageMessage(t=1509078035.253547, n=397)
[DEBUG, 1509078035.289311]: PiCamera image received: ImageMessage(t=1509078035.2893002, n=398)
