[PiCamera @ factory.py:85][DEBUG] 2017-10-27 15:49:28,257: Logging to: logs/2017_Oct_27/PiCamera/15_49_28.log
[PiCamera @ picamera.py:49][DEBUG] 2017-10-27 15:49:28,299: PiCamera setup
[PiCamera @ picamera.py:60][INFO] 2017-10-27 15:49:28,566: PiCamera initialized: <picamera.camera.PiCamera object at 0x6feb2ac0>
[PiCamera @ picamera.py:137][INFO] 2017-10-27 15:49:28,567: Warming up camera
[PiCamera @ picamera.py:91][INFO] 2017-10-27 15:49:30,597: Recording video on 'videos/2017_Oct_27/NaborisOrchestrator/15_49_28.mp4.h264'
[PiCamera @ node.py:64][DEBUG] 2017-10-27 15:49:40,523: [log buffer start]
[DEBUG, 1509133785.5569303]: PiCamera image received: ImageMessage(t=1509133785.5569165, n=281)
[DEBUG, 1509133785.6268976]: PiCamera image received: ImageMessage(t=1509133785.626883, n=282)
[DEBUG, 1509133785.6934114]: PiCamera image received: ImageMessage(t=1509133785.6933968, n=283)
[DEBUG, 1509133785.7582583]: PiCamera image received: ImageMessage(t=1509133785.7582452, n=284)
[DEBUG, 1509133785.7914164]: PiCamera image received: ImageMessage(t=1509133785.7914026, n=285)
[DEBUG, 1509133785.8238282]: PiCamera image received: ImageMessage(t=1509133785.8238144, n=286)
[DEBUG, 1509133785.8964174]: PiCamera image received: ImageMessage(t=1509133785.8964026, n=288)
[DEBUG, 1509133785.9322634]: PiCamera image received: ImageMessage(t=1509133785.93225, n=289)
[DEBUG, 1509133786.00604]: PiCamera image received: ImageMessage(t=1509133786.0060253, n=290)
[DEBUG, 1509133786.073226]: PiCamera image received: ImageMessage(t=1509133786.0732114, n=291)
[DEBUG, 1509133786.1469665]: PiCamera image received: ImageMessage(t=1509133786.1469517, n=292)
[DEBUG, 1509133786.1795197]: PiCamera image received: ImageMessage(t=1509133786.1795049, n=293)
[DEBUG, 1509133786.227513]: PiCamera image received: ImageMessage(t=1509133786.2274983, n=294)
[DEBUG, 1509133786.2634137]: PiCamera image received: ImageMessage(t=1509133786.2633991, n=295)
[DEBUG, 1509133786.333916]: PiCamera image received: ImageMessage(t=1509133786.333902, n=296)
[DEBUG, 1509133786.399314]: PiCamera image received: ImageMessage(t=1509133786.3992994, n=297)
[DEBUG, 1509133786.466823]: PiCamera image received: ImageMessage(t=1509133786.4668095, n=298)
[DEBUG, 1509133786.500715]: PiCamera image received: ImageMessage(t=1509133786.500699, n=299)
[DEBUG, 1509133786.5343108]: PiCamera image received: ImageMessage(t=1509133786.5342968, n=300)
[DEBUG, 1509133786.5992475]: PiCamera image received: ImageMessage(t=1509133786.599232, n=301)
[DEBUG, 1509133786.632501]: PiCamera image received: ImageMessage(t=1509133786.632481, n=302)
[DEBUG, 1509133786.7075539]: PiCamera image received: ImageMessage(t=1509133786.7075377, n=303)
[DEBUG, 1509133786.7403717]: PiCamera image received: ImageMessage(t=1509133786.7403572, n=304)
[DEBUG, 1509133786.8078196]: PiCamera image received: ImageMessage(t=1509133786.8078053, n=305)
[DEBUG, 1509133786.841099]: PiCamera image received: ImageMessage(t=1509133786.8410845, n=306)
[DEBUG, 1509133786.8734758]: PiCamera image received: ImageMessage(t=1509133786.873461, n=307)
[DEBUG, 1509133786.905725]: PiCamera image received: ImageMessage(t=1509133786.9057102, n=308)
[DEBUG, 1509133786.938729]: PiCamera image received: ImageMessage(t=1509133786.9387147, n=309)
[DEBUG, 1509133787.011688]: PiCamera image received: ImageMessage(t=1509133787.0116744, n=310)
[DEBUG, 1509133787.0578766]: PiCamera image received: ImageMessage(t=1509133787.0578628, n=311)
[DEBUG, 1509133787.132999]: PiCamera image received: ImageMessage(t=1509133787.1329823, n=312)
[DEBUG, 1509133787.1669958]: PiCamera image received: ImageMessage(t=1509133787.1669643, n=313)
[DEBUG, 1509133787.233234]: PiCamera image received: ImageMessage(t=1509133787.2332191, n=314)
[DEBUG, 1509133787.2761178]: PiCamera image received: ImageMessage(t=1509133787.276104, n=315)
[DEBUG, 1509133787.3459926]: PiCamera image received: ImageMessage(t=1509133787.3459778, n=316)
[DEBUG, 1509133787.3782172]: PiCamera image received: ImageMessage(t=1509133787.3782032, n=317)
[DEBUG, 1509133787.4562118]: PiCamera image received: ImageMessage(t=1509133787.4561973, n=318)
[DEBUG, 1509133787.5218375]: PiCamera image received: ImageMessage(t=1509133787.5218236, n=319)
[DEBUG, 1509133787.5557296]: PiCamera image received: ImageMessage(t=1509133787.5557153, n=320)
[DEBUG, 1509133787.6541715]: PiCamera image received: ImageMessage(t=1509133787.6541562, n=321)
[DEBUG, 1509133787.6874177]: PiCamera image received: ImageMessage(t=1509133787.6874044, n=322)
[DEBUG, 1509133787.7201998]: PiCamera image received: ImageMessage(t=1509133787.7201858, n=323)
[DEBUG, 1509133787.7532525]: PiCamera image received: ImageMessage(t=1509133787.7532382, n=324)
[DEBUG, 1509133787.8179815]: PiCamera image received: ImageMessage(t=1509133787.8179672, n=325)
[DEBUG, 1509133787.8833933]: PiCamera image received: ImageMessage(t=1509133787.8833785, n=326)
[DEBUG, 1509133787.9532044]: PiCamera image received: ImageMessage(t=1509133787.9531894, n=327)
[DEBUG, 1509133787.9904628]: PiCamera image received: ImageMessage(t=1509133787.990449, n=329)
[DEBUG, 1509133788.0558467]: PiCamera image received: ImageMessage(t=1509133788.0558326, n=330)
[DEBUG, 1509133788.0888152]: PiCamera image received: ImageMessage(t=1509133788.0888004, n=331)
[DEBUG, 1509133788.1215098]: PiCamera image received: ImageMessage(t=1509133788.1214955, n=332)
[DEBUG, 1509133788.1537418]: PiCamera image received: ImageMessage(t=1509133788.153727, n=333)
[DEBUG, 1509133788.1893976]: PiCamera image received: ImageMessage(t=1509133788.189383, n=334)
[DEBUG, 1509133788.2537165]: PiCamera image received: ImageMessage(t=1509133788.2537029, n=335)
[DEBUG, 1509133788.319794]: PiCamera image received: ImageMessage(t=1509133788.3197792, n=336)
[DEBUG, 1509133788.3528092]: PiCamera image received: ImageMessage(t=1509133788.3527954, n=337)
[DEBUG, 1509133788.4258647]: PiCamera image received: ImageMessage(t=1509133788.42585, n=338)
[DEBUG, 1509133788.4597673]: PiCamera image received: ImageMessage(t=1509133788.4597514, n=340)
[DEBUG, 1509133788.540535]: PiCamera image received: ImageMessage(t=1509133788.5405207, n=341)
[DEBUG, 1509133788.5737188]: PiCamera image received: ImageMessage(t=1509133788.573703, n=342)
[DEBUG, 1509133788.6516356]: PiCamera image received: ImageMessage(t=1509133788.651621, n=343)
[DEBUG, 1509133788.7179968]: PiCamera image received: ImageMessage(t=1509133788.7179806, n=344)
[DEBUG, 1509133788.7881165]: PiCamera image received: ImageMessage(t=1509133788.788102, n=345)
[DEBUG, 1509133788.823371]: PiCamera image received: ImageMessage(t=1509133788.8233564, n=346)
[DEBUG, 1509133788.896346]: PiCamera image received: ImageMessage(t=1509133788.8963315, n=347)
[DEBUG, 1509133788.9284027]: PiCamera image received: ImageMessage(t=1509133788.9283879, n=348)
[DEBUG, 1509133788.9606287]: PiCamera image received: ImageMessage(t=1509133788.9606144, n=349)
[DEBUG, 1509133788.99371]: PiCamera image received: ImageMessage(t=1509133788.9936957, n=350)
[DEBUG, 1509133789.025972]: PiCamera image received: ImageMessage(t=1509133789.025958, n=351)
[DEBUG, 1509133789.058938]: PiCamera image received: ImageMessage(t=1509133789.0589237, n=352)
[DEBUG, 1509133789.1246092]: PiCamera image received: ImageMessage(t=1509133789.124594, n=353)
[DEBUG, 1509133789.1964252]: PiCamera image received: ImageMessage(t=1509133789.1964016, n=354)
[DEBUG, 1509133789.2291594]: PiCamera image received: ImageMessage(t=1509133789.2291453, n=355)
[DEBUG, 1509133789.3041513]: PiCamera image received: ImageMessage(t=1509133789.3041353, n=357)
[DEBUG, 1509133789.3372374]: PiCamera image received: ImageMessage(t=1509133789.3372228, n=358)
[log buffer end]
[PiCamera @ node.py:66][DEBUG] 2017-10-27 15:49:49,339: logging message buffer (len=16456)
[PiCamera @ node.py:64][DEBUG] 2017-10-27 15:49:54,748: [log buffer start]
[DEBUG, 1509133789.4046786]: PiCamera image received: ImageMessage(t=1509133789.4046628, n=359)
[DEBUG, 1509133789.4378273]: PiCamera image received: ImageMessage(t=1509133789.4378133, n=360)
[DEBUG, 1509133789.5022128]: PiCamera image received: ImageMessage(t=1509133789.5021987, n=361)
[DEBUG, 1509133789.5353208]: PiCamera image received: ImageMessage(t=1509133789.535308, n=362)
[DEBUG, 1509133789.5679076]: PiCamera image received: ImageMessage(t=1509133789.567894, n=363)
[DEBUG, 1509133789.6001549]: PiCamera image received: ImageMessage(t=1509133789.600141, n=364)
[DEBUG, 1509133789.6332557]: PiCamera image received: ImageMessage(t=1509133789.6332421, n=365)
[DEBUG, 1509133789.697902]: PiCamera image received: ImageMessage(t=1509133789.6978874, n=366)
[DEBUG, 1509133789.7328706]: PiCamera image received: ImageMessage(t=1509133789.7328556, n=367)
[DEBUG, 1509133789.8305192]: PiCamera image received: ImageMessage(t=1509133789.8305042, n=368)
[DEBUG, 1509133789.913517]: PiCamera image received: ImageMessage(t=1509133789.9134467, n=369)
[DEBUG, 1509133789.9479704]: PiCamera image received: ImageMessage(t=1509133789.9479523, n=370)
[DEBUG, 1509133789.9890416]: PiCamera image received: ImageMessage(t=1509133789.9890258, n=371)
[DEBUG, 1509133790.0220094]: PiCamera image received: ImageMessage(t=1509133790.0219963, n=372)
[DEBUG, 1509133790.0555894]: PiCamera image received: ImageMessage(t=1509133790.0555756, n=373)
[DEBUG, 1509133790.0880773]: PiCamera image received: ImageMessage(t=1509133790.0880632, n=374)
[DEBUG, 1509133790.1208322]: PiCamera image received: ImageMessage(t=1509133790.1208184, n=375)
[DEBUG, 1509133790.1965997]: PiCamera image received: ImageMessage(t=1509133790.1965861, n=376)
[DEBUG, 1509133790.265494]: PiCamera image received: ImageMessage(t=1509133790.2654784, n=377)
[DEBUG, 1509133790.3403313]: PiCamera image received: ImageMessage(t=1509133790.3403182, n=378)
[DEBUG, 1509133790.4102712]: PiCamera image received: ImageMessage(t=1509133790.4102557, n=379)
[DEBUG, 1509133790.4433744]: PiCamera image received: ImageMessage(t=1509133790.4433591, n=380)
[DEBUG, 1509133790.511372]: PiCamera image received: ImageMessage(t=1509133790.5113578, n=381)
[DEBUG, 1509133790.584582]: PiCamera image received: ImageMessage(t=1509133790.5845685, n=382)
[DEBUG, 1509133790.656168]: PiCamera image received: ImageMessage(t=1509133790.6561544, n=383)
[DEBUG, 1509133790.7250962]: PiCamera image received: ImageMessage(t=1509133790.7250803, n=384)
[DEBUG, 1509133790.800412]: PiCamera image received: ImageMessage(t=1509133790.8003964, n=385)
[DEBUG, 1509133790.8337245]: PiCamera image received: ImageMessage(t=1509133790.8337092, n=386)
[DEBUG, 1509133790.8707826]: PiCamera image received: ImageMessage(t=1509133790.8707683, n=387)
[DEBUG, 1509133790.9051678]: PiCamera image received: ImageMessage(t=1509133790.9051135, n=388)
[DEBUG, 1509133790.9722352]: PiCamera image received: ImageMessage(t=1509133790.9722197, n=389)
[DEBUG, 1509133791.0366116]: PiCamera image received: ImageMessage(t=1509133791.0365963, n=390)
[DEBUG, 1509133791.069232]: PiCamera image received: ImageMessage(t=1509133791.069217, n=391)
[DEBUG, 1509133791.1017747]: PiCamera image received: ImageMessage(t=1509133791.1017606, n=392)
[DEBUG, 1509133791.1353846]: PiCamera image received: ImageMessage(t=1509133791.13537, n=393)
[DEBUG, 1509133791.167469]: PiCamera image received: ImageMessage(t=1509133791.167455, n=394)
[DEBUG, 1509133791.2414765]: PiCamera image received: ImageMessage(t=1509133791.241462, n=395)
[DEBUG, 1509133791.274672]: PiCamera image received: ImageMessage(t=1509133791.2746577, n=396)
[DEBUG, 1509133791.3095956]: PiCamera image received: ImageMessage(t=1509133791.3095818, n=397)
[DEBUG, 1509133791.3430307]: PiCamera image received: ImageMessage(t=1509133791.3430169, n=398)
[DEBUG, 1509133791.378407]: PiCamera image received: ImageMessage(t=1509133791.3783925, n=399)
[DEBUG, 1509133791.4488256]: PiCamera image received: ImageMessage(t=1509133791.4488125, n=400)
[DEBUG, 1509133791.5259776]: PiCamera image received: ImageMessage(t=1509133791.5259628, n=401)
[DEBUG, 1509133791.568091]: PiCamera image received: ImageMessage(t=1509133791.5680761, n=402)
[DEBUG, 1509133791.604657]: PiCamera image received: ImageMessage(t=1509133791.6046414, n=403)
[DEBUG, 1509133791.674346]: PiCamera image received: ImageMessage(t=1509133791.6743317, n=404)
[DEBUG, 1509133791.7072263]: PiCamera image received: ImageMessage(t=1509133791.7072127, n=405)
[DEBUG, 1509133791.7745574]: PiCamera image received: ImageMessage(t=1509133791.774543, n=406)
[DEBUG, 1509133791.807038]: PiCamera image received: ImageMessage(t=1509133791.8070242, n=407)
[DEBUG, 1509133791.8753002]: PiCamera image received: ImageMessage(t=1509133791.8752863, n=408)
[DEBUG, 1509133791.9079127]: PiCamera image received: ImageMessage(t=1509133791.907897, n=409)
[DEBUG, 1509133791.9756293]: PiCamera image received: ImageMessage(t=1509133791.9756136, n=410)
[DEBUG, 1509133792.0083501]: PiCamera image received: ImageMessage(t=1509133792.0083356, n=411)
[DEBUG, 1509133792.0729249]: PiCamera image received: ImageMessage(t=1509133792.0729096, n=412)
[DEBUG, 1509133792.1061003]: PiCamera image received: ImageMessage(t=1509133792.1060863, n=413)
[DEBUG, 1509133792.1768365]: PiCamera image received: ImageMessage(t=1509133792.1768224, n=414)
[DEBUG, 1509133792.2090085]: PiCamera image received: ImageMessage(t=1509133792.2089949, n=415)
[DEBUG, 1509133792.2852566]: PiCamera image received: ImageMessage(t=1509133792.2852423, n=416)
[DEBUG, 1509133792.3173892]: PiCamera image received: ImageMessage(t=1509133792.3173752, n=417)
[DEBUG, 1509133792.3833723]: PiCamera image received: ImageMessage(t=1509133792.3833568, n=418)
[DEBUG, 1509133792.4535246]: PiCamera image received: ImageMessage(t=1509133792.45351, n=419)
[DEBUG, 1509133792.4887698]: PiCamera image received: ImageMessage(t=1509133792.488755, n=420)
[DEBUG, 1509133792.521382]: PiCamera image received: ImageMessage(t=1509133792.5213673, n=421)
[DEBUG, 1509133792.58828]: PiCamera image received: ImageMessage(t=1509133792.5882654, n=422)
[DEBUG, 1509133792.6213584]: PiCamera image received: ImageMessage(t=1509133792.621344, n=423)
[DEBUG, 1509133792.6947107]: PiCamera image received: ImageMessage(t=1509133792.6946964, n=424)
[DEBUG, 1509133792.7637084]: PiCamera image received: ImageMessage(t=1509133792.7636933, n=425)
[DEBUG, 1509133792.8349953]: PiCamera image received: ImageMessage(t=1509133792.8349795, n=426)
[DEBUG, 1509133792.9003217]: PiCamera image received: ImageMessage(t=1509133792.9003077, n=427)
[DEBUG, 1509133792.9332473]: PiCamera image received: ImageMessage(t=1509133792.9332335, n=428)
[DEBUG, 1509133793.002006]: PiCamera image received: ImageMessage(t=1509133793.0019915, n=429)
[DEBUG, 1509133793.0361736]: PiCamera image received: ImageMessage(t=1509133793.036161, n=430)
[DEBUG, 1509133793.1010687]: PiCamera image received: ImageMessage(t=1509133793.101054, n=431)
[DEBUG, 1509133793.1340184]: PiCamera image received: ImageMessage(t=1509133793.1340034, n=432)
[DEBUG, 1509133793.1669502]: PiCamera image received: ImageMessage(t=1509133793.166936, n=433)
[DEBUG, 1509133793.1998978]: PiCamera image received: ImageMessage(t=1509133793.1998842, n=434)
[DEBUG, 1509133793.2714028]: PiCamera image received: ImageMessage(t=1509133793.2713885, n=436)
[DEBUG, 1509133793.339181]: PiCamera image received: ImageMessage(t=1509133793.3391669, n=437)
[DEBUG, 1509133793.371562]: PiCamera image received: ImageMessage(t=1509133793.3715472, n=438)
[DEBUG, 1509133793.4374046]: PiCamera image received: ImageMessage(t=1509133793.4373906, n=439)
[DEBUG, 1509133793.5025582]: PiCamera image received: ImageMessage(t=1509133793.5025437, n=440)
[DEBUG, 1509133793.5348144]: PiCamera image received: ImageMessage(t=1509133793.5348005, n=441)
[DEBUG, 1509133793.5671444]: PiCamera image received: ImageMessage(t=1509133793.5671303, n=442)
[DEBUG, 1509133793.631664]: PiCamera image received: ImageMessage(t=1509133793.6316478, n=443)
[DEBUG, 1509133793.6643617]: PiCamera image received: ImageMessage(t=1509133793.664336, n=444)
[DEBUG, 1509133793.729601]: PiCamera image received: ImageMessage(t=1509133793.7295876, n=445)
[DEBUG, 1509133793.8031666]: PiCamera image received: ImageMessage(t=1509133793.803151, n=446)
[DEBUG, 1509133793.8357844]: PiCamera image received: ImageMessage(t=1509133793.8357701, n=447)
[DEBUG, 1509133793.868662]: PiCamera image received: ImageMessage(t=1509133793.8686473, n=448)
[DEBUG, 1509133793.9026234]: PiCamera image received: ImageMessage(t=1509133793.9026105, n=449)
[DEBUG, 1509133793.9676576]: PiCamera image received: ImageMessage(t=1509133793.9676418, n=450)
[DEBUG, 1509133794.0332158]: PiCamera image received: ImageMessage(t=1509133794.0332012, n=451)
[DEBUG, 1509133794.065393]: PiCamera image received: ImageMessage(t=1509133794.0653794, n=452)
[DEBUG, 1509133794.098227]: PiCamera image received: ImageMessage(t=1509133794.098212, n=453)
[DEBUG, 1509133794.1312482]: PiCamera image received: ImageMessage(t=1509133794.131234, n=454)
[DEBUG, 1509133794.2055776]: PiCamera image received: ImageMessage(t=1509133794.2055626, n=455)
[DEBUG, 1509133794.2396073]: PiCamera image received: ImageMessage(t=1509133794.2395933, n=456)
[DEBUG, 1509133794.2736018]: PiCamera image received: ImageMessage(t=1509133794.2735872, n=457)
[DEBUG, 1509133794.3065305]: PiCamera image received: ImageMessage(t=1509133794.306517, n=458)
[DEBUG, 1509133794.3396327]: PiCamera image received: ImageMessage(t=1509133794.339618, n=459)
[DEBUG, 1509133794.3718882]: PiCamera image received: ImageMessage(t=1509133794.371874, n=460)
[DEBUG, 1509133794.4690936]: PiCamera image received: ImageMessage(t=1509133794.4690795, n=461)
[DEBUG, 1509133794.506281]: PiCamera image received: ImageMessage(t=1509133794.5062668, n=462)
[DEBUG, 1509133794.5817037]: PiCamera image received: ImageMessage(t=1509133794.581689, n=463)
[DEBUG, 1509133794.6151836]: PiCamera image received: ImageMessage(t=1509133794.6151693, n=464)
[DEBUG, 1509133794.6478913]: PiCamera image received: ImageMessage(t=1509133794.6478772, n=465)
[DEBUG, 1509133794.6807222]: PiCamera image received: ImageMessage(t=1509133794.6807072, n=466)
[DEBUG, 1509133794.7133486]: PiCamera image received: ImageMessage(t=1509133794.7133348, n=467)
[log buffer end]
[PiCamera @ node.py:66][DEBUG] 2017-10-27 15:49:54,749: logging message buffer (len=10351)
[PiCamera @ node.py:87][INFO] 2017-10-27 15:49:54,750: Node took 26.492459774017334s to run
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,846: AVC-H264 import - frame size 640 x 480 at 25.000 FPS
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,862: Importing AVC-H264: |                    | (01/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,864: Importing AVC-H264: |                    | (02/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,865: Importing AVC-H264: |                    | (03/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,868: Importing AVC-H264: |                    | (04/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,871: Importing AVC-H264: |=                   | (05/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,876: Importing AVC-H264: |=                   | (06/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,879: Importing AVC-H264: |=                   | (07/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,883: Importing AVC-H264: |=                   | (08/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,887: Importing AVC-H264: |=                   | (09/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,890: Importing AVC-H264: |==                  | (10/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,893: Importing AVC-H264: |==                  | (11/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,897: Importing AVC-H264: |==                  | (12/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,900: Importing AVC-H264: |==                  | (13/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,902: Importing AVC-H264: |==                  | (14/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,906: Importing AVC-H264: |===                 | (15/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,909: Importing AVC-H264: |===                 | (16/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,911: Importing AVC-H264: |===                 | (17/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,914: Importing AVC-H264: |===                 | (18/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,918: Importing AVC-H264: |===                 | (19/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,922: Importing AVC-H264: |====                | (20/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,925: Importing AVC-H264: |====                | (21/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,929: Importing AVC-H264: |====                | (22/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,932: Importing AVC-H264: |====                | (23/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,934: Importing AVC-H264: |====                | (24/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,936: Importing AVC-H264: |=====               | (25/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,939: Importing AVC-H264: |=====               | (26/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,943: Importing AVC-H264: |=====               | (27/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,944: Importing AVC-H264: |=====               | (28/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,954: Importing AVC-H264: |=====               | (29/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,955: Importing AVC-H264: |======              | (30/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,958: Importing AVC-H264: |======              | (31/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,959: Importing AVC-H264: |======              | (32/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,960: Importing AVC-H264: |======              | (33/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,961: Importing AVC-H264: |======              | (34/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,963: Importing AVC-H264: |=======             | (35/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,966: Importing AVC-H264: |=======             | (36/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,968: Importing AVC-H264: |=======             | (37/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,970: Importing AVC-H264: |=======             | (38/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,974: Importing AVC-H264: |=======             | (39/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,983: Importing AVC-H264: |========            | (40/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,985: Importing AVC-H264: |========            | (41/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,987: Importing AVC-H264: |========            | (42/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,988: Importing AVC-H264: |========            | (43/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,989: Importing AVC-H264: |========            | (44/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,990: Importing AVC-H264: |=========           | (45/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,992: Importing AVC-H264: |=========           | (46/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,995: Importing AVC-H264: |=========           | (47/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:54,997: Importing AVC-H264: |=========           | (48/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,000: Importing AVC-H264: |=========           | (49/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,002: Importing AVC-H264: |==========          | (50/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,005: Importing AVC-H264: |==========          | (51/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,007: Importing AVC-H264: |==========          | (52/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,010: Importing AVC-H264: |==========          | (53/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,012: Importing AVC-H264: |==========          | (54/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,014: Importing AVC-H264: |===========         | (55/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,023: Importing AVC-H264: |===========         | (56/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,024: Importing AVC-H264: |===========         | (57/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,026: Importing AVC-H264: |===========         | (58/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,028: Importing AVC-H264: |===========         | (59/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,030: Importing AVC-H264: |============        | (60/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,032: Importing AVC-H264: |============        | (61/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,034: Importing AVC-H264: |============        | (62/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,037: Importing AVC-H264: |============        | (63/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,040: Importing AVC-H264: |============        | (64/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,043: Importing AVC-H264: |=============       | (65/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,045: Importing AVC-H264: |=============       | (66/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,049: Importing AVC-H264: |=============       | (67/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,052: Importing AVC-H264: |=============       | (68/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,054: Importing AVC-H264: |=============       | (69/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,056: Importing AVC-H264: |==============      | (70/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,060: Importing AVC-H264: |==============      | (71/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,063: Importing AVC-H264: |==============      | (72/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,065: Importing AVC-H264: |==============      | (73/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,066: Importing AVC-H264: |==============      | (74/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,069: Importing AVC-H264: |===============     | (75/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,071: Importing AVC-H264: |===============     | (76/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:49:55,074: Importing AVC-H264: |===============     | (77/100)
