[PiCamera @ factory.py:85][DEBUG] 2017-10-27 15:47:23,499: Logging to: logs/2017_Oct_27/PiCamera/15_47_23.log
[PiCamera @ picamera.py:49][DEBUG] 2017-10-27 15:47:23,542: PiCamera setup
[PiCamera @ picamera.py:60][INFO] 2017-10-27 15:47:23,808: PiCamera initialized: <picamera.camera.PiCamera object at 0x6ff52ac0>
[PiCamera @ picamera.py:137][INFO] 2017-10-27 15:47:23,810: Warming up camera
[PiCamera @ picamera.py:91][INFO] 2017-10-27 15:47:25,844: Recording video on 'videos/2017_Oct_27/NaborisOrchestrator/15_47_23.mp4.h264'
[PiCamera @ node.py:64][DEBUG] 2017-10-27 15:47:34,717: [log buffer start]
[DEBUG, 1509133659.6343648]: PiCamera image received: ImageMessage(t=1509133659.6343496, n=281)
[DEBUG, 1509133659.7033017]: PiCamera image received: ImageMessage(t=1509133659.703287, n=282)
[DEBUG, 1509133659.7365427]: PiCamera image received: ImageMessage(t=1509133659.7365274, n=283)
[DEBUG, 1509133659.8138301]: PiCamera image received: ImageMessage(t=1509133659.813814, n=284)
[DEBUG, 1509133659.8829234]: PiCamera image received: ImageMessage(t=1509133659.8829067, n=285)
[DEBUG, 1509133659.915164]: PiCamera image received: ImageMessage(t=1509133659.9151492, n=286)
[DEBUG, 1509133659.9863138]: PiCamera image received: ImageMessage(t=1509133659.9862983, n=287)
[DEBUG, 1509133660.0187078]: PiCamera image received: ImageMessage(t=1509133660.0186934, n=288)
[DEBUG, 1509133660.0514674]: PiCamera image received: ImageMessage(t=1509133660.0514529, n=289)
[DEBUG, 1509133660.083858]: PiCamera image received: ImageMessage(t=1509133660.0838432, n=290)
[DEBUG, 1509133660.1483657]: PiCamera image received: ImageMessage(t=1509133660.1483502, n=291)
[DEBUG, 1509133660.1813202]: PiCamera image received: ImageMessage(t=1509133660.1813052, n=292)
[DEBUG, 1509133660.24845]: PiCamera image received: ImageMessage(t=1509133660.248435, n=293)
[DEBUG, 1509133660.3148763]: PiCamera image received: ImageMessage(t=1509133660.314861, n=294)
[DEBUG, 1509133660.388839]: PiCamera image received: ImageMessage(t=1509133660.3888235, n=295)
[DEBUG, 1509133660.4539623]: PiCamera image received: ImageMessage(t=1509133660.453946, n=296)
[DEBUG, 1509133660.487274]: PiCamera image received: ImageMessage(t=1509133660.4872582, n=297)
[DEBUG, 1509133660.519943]: PiCamera image received: ImageMessage(t=1509133660.519928, n=298)
[DEBUG, 1509133660.63995]: PiCamera image received: ImageMessage(t=1509133660.6399348, n=299)
[DEBUG, 1509133660.673001]: PiCamera image received: ImageMessage(t=1509133660.6729863, n=300)
[DEBUG, 1509133660.7378566]: PiCamera image received: ImageMessage(t=1509133660.7378414, n=301)
[DEBUG, 1509133660.7702446]: PiCamera image received: ImageMessage(t=1509133660.7702296, n=302)
[DEBUG, 1509133660.8368955]: PiCamera image received: ImageMessage(t=1509133660.836794, n=303)
[DEBUG, 1509133660.8707745]: PiCamera image received: ImageMessage(t=1509133660.8707602, n=304)
[DEBUG, 1509133660.9349198]: PiCamera image received: ImageMessage(t=1509133660.9349046, n=305)
[DEBUG, 1509133660.9672923]: PiCamera image received: ImageMessage(t=1509133660.9672768, n=306)
[DEBUG, 1509133660.9998982]: PiCamera image received: ImageMessage(t=1509133660.999883, n=307)
[DEBUG, 1509133661.0323658]: PiCamera image received: ImageMessage(t=1509133661.0323513, n=308)
[DEBUG, 1509133661.0718071]: PiCamera image received: ImageMessage(t=1509133661.0717926, n=309)
[DEBUG, 1509133661.1048083]: PiCamera image received: ImageMessage(t=1509133661.1047947, n=310)
[DEBUG, 1509133661.1394994]: PiCamera image received: ImageMessage(t=1509133661.1394863, n=312)
[DEBUG, 1509133661.1722486]: PiCamera image received: ImageMessage(t=1509133661.1722336, n=313)
[DEBUG, 1509133661.2058878]: PiCamera image received: ImageMessage(t=1509133661.2057605, n=314)
[DEBUG, 1509133661.2393272]: PiCamera image received: ImageMessage(t=1509133661.2393112, n=315)
[DEBUG, 1509133661.2749755]: PiCamera image received: ImageMessage(t=1509133661.2749608, n=316)
[DEBUG, 1509133661.308379]: PiCamera image received: ImageMessage(t=1509133661.3083644, n=317)
[DEBUG, 1509133661.34119]: PiCamera image received: ImageMessage(t=1509133661.3411753, n=318)
[DEBUG, 1509133661.407263]: PiCamera image received: ImageMessage(t=1509133661.4072473, n=319)
[DEBUG, 1509133661.4459693]: PiCamera image received: ImageMessage(t=1509133661.4459553, n=320)
[DEBUG, 1509133661.4793143]: PiCamera image received: ImageMessage(t=1509133661.4792995, n=321)
[DEBUG, 1509133661.5145373]: PiCamera image received: ImageMessage(t=1509133661.5145228, n=322)
[DEBUG, 1509133661.5497658]: PiCamera image received: ImageMessage(t=1509133661.5497513, n=323)
[DEBUG, 1509133661.5820296]: PiCamera image received: ImageMessage(t=1509133661.582015, n=324)
[DEBUG, 1509133661.6152709]: PiCamera image received: ImageMessage(t=1509133661.6152565, n=325)
[DEBUG, 1509133661.6474652]: PiCamera image received: ImageMessage(t=1509133661.6474512, n=326)
[DEBUG, 1509133661.712712]: PiCamera image received: ImageMessage(t=1509133661.7126975, n=327)
[DEBUG, 1509133661.7449632]: PiCamera image received: ImageMessage(t=1509133661.7449481, n=328)
[DEBUG, 1509133661.7774024]: PiCamera image received: ImageMessage(t=1509133661.777388, n=329)
[DEBUG, 1509133661.8102865]: PiCamera image received: ImageMessage(t=1509133661.8102705, n=330)
[DEBUG, 1509133661.8750687]: PiCamera image received: ImageMessage(t=1509133661.8750536, n=331)
[DEBUG, 1509133661.9109035]: PiCamera image received: ImageMessage(t=1509133661.9108896, n=332)
[DEBUG, 1509133661.982148]: PiCamera image received: ImageMessage(t=1509133661.9821322, n=333)
[DEBUG, 1509133662.0175247]: PiCamera image received: ImageMessage(t=1509133662.0175104, n=334)
[DEBUG, 1509133662.081925]: PiCamera image received: ImageMessage(t=1509133662.0819101, n=335)
[DEBUG, 1509133662.1142726]: PiCamera image received: ImageMessage(t=1509133662.1142585, n=336)
[DEBUG, 1509133662.1487176]: PiCamera image received: ImageMessage(t=1509133662.1487036, n=337)
[DEBUG, 1509133662.1812458]: PiCamera image received: ImageMessage(t=1509133662.1812313, n=338)
[DEBUG, 1509133662.2473447]: PiCamera image received: ImageMessage(t=1509133662.2473266, n=339)
[DEBUG, 1509133662.2808878]: PiCamera image received: ImageMessage(t=1509133662.2808723, n=340)
[DEBUG, 1509133662.3143365]: PiCamera image received: ImageMessage(t=1509133662.3143187, n=341)
[DEBUG, 1509133662.3473353]: PiCamera image received: ImageMessage(t=1509133662.3473206, n=342)
[DEBUG, 1509133662.4229748]: PiCamera image received: ImageMessage(t=1509133662.422961, n=343)
[DEBUG, 1509133662.4567235]: PiCamera image received: ImageMessage(t=1509133662.4567091, n=344)
[DEBUG, 1509133662.4914715]: PiCamera image received: ImageMessage(t=1509133662.491414, n=345)
[DEBUG, 1509133662.5592098]: PiCamera image received: ImageMessage(t=1509133662.5591948, n=346)
[DEBUG, 1509133662.6243942]: PiCamera image received: ImageMessage(t=1509133662.6243787, n=347)
[DEBUG, 1509133662.6617436]: PiCamera image received: ImageMessage(t=1509133662.6617298, n=348)
[log buffer end]
[PiCamera @ node.py:66][DEBUG] 2017-10-27 15:47:42,717: logging message buffer (len=15808)
[PiCamera @ node.py:87][INFO] 2017-10-27 15:47:42,717: Node took 19.2180495262146s to run
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,815: AVC-H264 import - frame size 640 x 480 at 25.000 FPS
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,823: Importing AVC-H264: |                    | (01/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,825: Importing AVC-H264: |                    | (02/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,831: Importing AVC-H264: |                    | (03/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,833: Importing AVC-H264: |                    | (04/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,835: Importing AVC-H264: |=                   | (05/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,837: Importing AVC-H264: |=                   | (06/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,840: Importing AVC-H264: |=                   | (07/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,843: Importing AVC-H264: |=                   | (08/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,845: Importing AVC-H264: |=                   | (09/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,847: Importing AVC-H264: |==                  | (10/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,849: Importing AVC-H264: |==                  | (11/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,851: Importing AVC-H264: |==                  | (12/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,854: Importing AVC-H264: |==                  | (13/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,855: Importing AVC-H264: |==                  | (14/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,857: Importing AVC-H264: |===                 | (15/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,860: Importing AVC-H264: |===                 | (16/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,862: Importing AVC-H264: |===                 | (17/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,864: Importing AVC-H264: |===                 | (18/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,866: Importing AVC-H264: |===                 | (19/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,867: Importing AVC-H264: |====                | (20/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,869: Importing AVC-H264: |====                | (21/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,870: Importing AVC-H264: |====                | (22/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,872: Importing AVC-H264: |====                | (23/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,873: Importing AVC-H264: |====                | (24/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,874: Importing AVC-H264: |=====               | (25/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,877: Importing AVC-H264: |=====               | (26/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,878: Importing AVC-H264: |=====               | (27/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,879: Importing AVC-H264: |=====               | (28/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,880: Importing AVC-H264: |=====               | (29/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,881: Importing AVC-H264: |======              | (30/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,883: Importing AVC-H264: |======              | (31/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,884: Importing AVC-H264: |======              | (32/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,885: Importing AVC-H264: |======              | (33/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,887: Importing AVC-H264: |======              | (34/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,888: Importing AVC-H264: |=======             | (35/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,890: Importing AVC-H264: |=======             | (36/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,891: Importing AVC-H264: |=======             | (37/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,892: Importing AVC-H264: |=======             | (38/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,894: Importing AVC-H264: |=======             | (39/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,895: Importing AVC-H264: |========            | (40/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,897: Importing AVC-H264: |========            | (41/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,898: Importing AVC-H264: |========            | (42/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,899: Importing AVC-H264: |========            | (43/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,901: Importing AVC-H264: |========            | (44/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,903: Importing AVC-H264: |=========           | (45/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,904: Importing AVC-H264: |=========           | (46/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,906: Importing AVC-H264: |=========           | (47/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,910: Importing AVC-H264: |=========           | (48/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,918: Importing AVC-H264: |=========           | (49/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,920: Importing AVC-H264: |==========          | (50/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,922: Importing AVC-H264: |==========          | (51/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,924: Importing AVC-H264: |==========          | (52/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,925: Importing AVC-H264: |==========          | (53/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,925: Importing AVC-H264: |==========          | (54/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,926: Importing AVC-H264: |===========         | (55/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,927: Importing AVC-H264: |===========         | (56/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,927: Importing AVC-H264: |===========         | (57/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,928: Importing AVC-H264: |===========         | (58/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,929: Importing AVC-H264: |===========         | (59/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,931: Importing AVC-H264: |============        | (60/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,932: Importing AVC-H264: |============        | (61/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,933: Importing AVC-H264: |============        | (62/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,934: Importing AVC-H264: |============        | (63/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,936: Importing AVC-H264: |============        | (64/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,938: Importing AVC-H264: |=============       | (65/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,939: Importing AVC-H264: |=============       | (66/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,942: Importing AVC-H264: |=============       | (67/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,943: Importing AVC-H264: |=============       | (68/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,944: Importing AVC-H264: |=============       | (69/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,945: Importing AVC-H264: |==============      | (70/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,946: Importing AVC-H264: |==============      | (71/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,947: Importing AVC-H264: |==============      | (72/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,949: Importing AVC-H264: |==============      | (73/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,950: Importing AVC-H264: |==============      | (74/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,951: Importing AVC-H264: |===============     | (75/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,953: Importing AVC-H264: |===============     | (76/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,954: Importing AVC-H264: |===============     | (77/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,956: Importing AVC-H264: |===============     | (78/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,957: Importing AVC-H264: |===============     | (79/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,958: Importing AVC-H264: |================    | (80/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,959: Importing AVC-H264: |================    | (81/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,961: Importing AVC-H264: |================    | (82/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,962: Importing AVC-H264: |================    | (83/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,964: Importing AVC-H264: |================    | (84/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,965: Importing AVC-H264: |=================   | (85/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,966: Importing AVC-H264: |=================   | (86/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,967: Importing AVC-H264: |=================   | (87/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,969: Importing AVC-H264: |=================   | (88/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,970: Importing AVC-H264: |=================   | (89/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,972: Importing AVC-H264: |==================  | (90/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,973: Importing AVC-H264: |==================  | (91/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,976: Importing AVC-H264: |==================  | (92/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,977: Importing AVC-H264: |==================  | (93/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,978: Importing AVC-H264: |==================  | (94/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,980: Importing AVC-H264: |=================== | (95/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,981: Importing AVC-H264: |=================== | (96/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,983: Importing AVC-H264: |=================== | (97/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,985: Importing AVC-H264: |=================== | (98/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,987: Importing AVC-H264: |=================== | (99/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,988: 
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,989: AVC Import results: 525 samples - Slices: 9 I 516 P 0 B - 0 SEI - 9 IDR
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,990: Saving to videos/2017_Oct_27/NaborisOrchestrator/15_47_23.mp4: 0.500 secs Interleaving
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,991: ISO File Writing: |                    | (01/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,991: ISO File Writing: |                    | (02/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,993: ISO File Writing: |                    | (03/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,993: ISO File Writing: |                    | (04/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,994: ISO File Writing: |=                   | (05/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,995: ISO File Writing: |=                   | (06/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,997: ISO File Writing: |=                   | (07/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,998: ISO File Writing: |=                   | (08/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,998: ISO File Writing: |=                   | (09/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,999: ISO File Writing: |==                  | (10/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:42,999: ISO File Writing: |==                  | (11/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,000: ISO File Writing: |==                  | (12/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,001: ISO File Writing: |==                  | (13/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,002: ISO File Writing: |==                  | (14/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,002: ISO File Writing: |===                 | (15/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,003: ISO File Writing: |===                 | (16/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,004: ISO File Writing: |===                 | (17/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,005: ISO File Writing: |===                 | (18/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,005: ISO File Writing: |===                 | (19/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,006: ISO File Writing: |====                | (20/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,009: ISO File Writing: |====                | (21/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,018: ISO File Writing: |====                | (22/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,020: ISO File Writing: |====                | (23/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,021: ISO File Writing: |====                | (24/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,021: ISO File Writing: |=====               | (25/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,022: ISO File Writing: |=====               | (26/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,023: ISO File Writing: |=====               | (27/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,024: ISO File Writing: |=====               | (28/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,024: ISO File Writing: |=====               | (29/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,025: ISO File Writing: |======              | (30/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,025: ISO File Writing: |======              | (31/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,026: ISO File Writing: |======              | (32/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,027: ISO File Writing: |======              | (33/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,028: ISO File Writing: |======              | (34/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,030: ISO File Writing: |=======             | (35/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,033: ISO File Writing: |=======             | (36/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,034: ISO File Writing: |=======             | (37/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,034: ISO File Writing: |=======             | (38/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,035: ISO File Writing: |=======             | (39/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,035: ISO File Writing: |========            | (40/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,036: ISO File Writing: |========            | (41/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,037: ISO File Writing: |========            | (42/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,038: ISO File Writing: |========            | (43/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,039: ISO File Writing: |========            | (44/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,041: ISO File Writing: |=========           | (45/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,042: ISO File Writing: |=========           | (46/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,043: ISO File Writing: |=========           | (47/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,044: ISO File Writing: |=========           | (48/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,044: ISO File Writing: |=========           | (49/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,045: ISO File Writing: |==========          | (50/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,045: ISO File Writing: |==========          | (51/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,046: ISO File Writing: |==========          | (52/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,046: ISO File Writing: |==========          | (53/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,047: ISO File Writing: |==========          | (54/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,047: ISO File Writing: |===========         | (55/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,048: ISO File Writing: |===========         | (56/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,048: ISO File Writing: |===========         | (57/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,049: ISO File Writing: |===========         | (58/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,049: ISO File Writing: |===========         | (59/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,050: ISO File Writing: |============        | (60/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,051: ISO File Writing: |============        | (61/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,052: ISO File Writing: |============        | (62/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,053: ISO File Writing: |============        | (63/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,053: ISO File Writing: |============        | (64/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,054: ISO File Writing: |=============       | (65/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,054: ISO File Writing: |=============       | (66/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,055: ISO File Writing: |=============       | (67/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,055: ISO File Writing: |=============       | (68/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,056: ISO File Writing: |=============       | (69/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,056: ISO File Writing: |==============      | (70/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,057: ISO File Writing: |==============      | (71/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,058: ISO File Writing: |==============      | (72/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,058: ISO File Writing: |==============      | (73/100)
[PiCamera @ picamera.py:185][DEBUG] 2017-10-27 15:47:43,059: ISO File Writing: |==============      | (74/100)
